Date,Adj Close,rolling mean,high,low
2023-01-11,234.17214965820312,226.25218505859374,230.77722875976562,221.72714135742186
2023-01-12,236.89356994628906,229.47022705078126,234.0596315917969,224.88082250976564
2023-01-13,237.60870361328125,232.31084594726562,236.95706286621095,227.6646290283203
2023-01-17,238.7211151123047,234.938916015625,239.6376943359375,230.2401376953125
2023-01-18,234.2118682861328,236.32148132324218,241.04791094970702,231.59505169677735
2023-01-19,230.35816955566406,235.55868530273438,240.26985900878907,230.84751159667968
2023-01-20,238.5919952392578,235.89837036132812,240.61633776855467,231.18040295410157
2023-01-23,240.9359893798828,236.56382751464844,241.2951040649414,231.83255096435548
2023-01-24,240.399658203125,236.8995361328125,241.63752685546876,232.16154541015624
2023-01-25,238.97933959960938,237.8530303955078,242.61009100341795,233.09596978759765
2023-01-26,246.3192596435547,241.04524841308594,245.86615338134766,236.22434344482423
2023-01-27,246.47817993164062,242.6224853515625,247.47493505859373,237.77003564453125
2023-01-30,241.06512451171875,242.6483123779297,247.5012786254883,237.7953461303711
2023-01-31,246.13055419921875,243.79449157714845,248.6703814086914,238.91860174560549
2023-02-01,251.0370635986328,246.20603637695314,251.1301571044922,241.28191564941406
2023-02-02,262.8067321777344,249.50353088378907,254.49360150146487,244.51346026611327
2023-02-03,256.59912109375,251.52771911621093,256.55827349853513,246.4971647338867
2023-02-06,255.02980041503906,254.320654296875,259.4070673828125,249.2342412109375
2023-02-07,265.7467041015625,258.24388427734374,263.4087619628906,253.07900659179685
2023-02-08,264.9223327636719,261.02093811035155,266.2413568725586,255.80051934814452
2023-02-09,261.8334045410156,260.82627258300784,266.042798034668,255.60974713134766
2023-02-10,261.3169250488281,261.76983337402345,267.0052300415039,256.534436706543
2023-02-13,269.481201171875,264.6601135253906,269.95331579589845,259.3669112548828
2023-02-14,270.32550048828125,265.57587280273435,270.887390258789,260.2643553466797
2023-02-15,268.164794921875,266.224365234375,271.5488525390625,260.8998779296875
2023-02-16,261.0255126953125,266.0627868652344,271.38404260253907,260.7415311279297
2023-02-17,256.95306396484375,265.1900146484375,270.49381494140624,259.8862143554688
2023-02-21,251.586181640625,261.6110107421875,266.84323095703127,256.3787905273437
2023-02-22,250.43116760253906,257.63214416503905,262.78478704833987,252.47950128173827
2023-02-23,253.67718505859375,254.7346221923828,259.82931463623044,249.63992974853514
2023-02-24,248.15098571777344,252.159716796875,257.2029111328125,247.1165224609375
2023-02-27,249.0869598388672,250.58649597167968,255.5982258911133,245.57476605224608
2023-02-28,248.35012817382812,249.9392852783203,254.93807098388672,244.9404995727539
2023-03-01,245.21363830566406,248.89577941894532,253.87369500732424,243.9178638305664
2023-03-02,250.0328826904297,248.1669189453125,253.13025732421875,243.20358056640623
2023-03-03,254.1949462890625,249.3757110595703,254.36322528076172,244.3881968383789
2023-03-06,255.76817321777344,250.71195373535156,255.7261928100586,245.69771466064452
2023-03-07,253.05982971191406,251.65389404296874,256.68697192382814,246.62081616210938
2023-03-08,252.61175537109375,253.13351745605468,258.1961878051758,248.07084710693357
2023-03-09,251.23770141601562,253.37448120117188,258.4419708251953,248.30699157714844
2023-03-10,247.523681640625,252.04022827148438,257.08103283691406,246.9994237060547
2023-03-13,252.83082580566406,251.4527587890625,256.48181396484375,246.42370361328125
2023-03-14,259.6713562011719,252.77506408691406,257.83056536865234,247.71956280517577
2023-03-15,264.3013916015625,255.1129913330078,260.21525115966796,250.01073150634764
2023-03-16,275.0152893066406,259.86850891113284,265.0658790893555,254.67113873291018
2023-03-17,278.2314147949219,266.0100555419922,271.330256652832,260.68985443115236
2023-03-20,271.0622863769531,269.65634765625,275.04947460937495,264.263220703125
2023-03-21,272.6056213378906,272.2432006835937,277.6880646972656,266.79833666992187
2023-03-22,271.1220397949219,273.6073303222656,279.07947692871096,268.1351837158203
2023-03-23,276.468994140625,273.8980712890625,279.37603271484375,268.42010986328125
2023-03-24,279.36651611328125,274.1250915527344,279.6075933837891,268.64258972167966
2023-03-27,275.1944885253906,274.9515319824219,280.4505626220703,269.4525013427735
2023-03-28,274.0494384765625,275.24029541015625,280.7451013183594,269.7354895019531
2023-03-29,279.3067626953125,276.8772399902344,282.4147847900391,271.33969519042967
2023-03-30,282.8315734863281,278.149755859375,283.71275097656246,272.5867607421875
2023-03-31,287.0633544921875,279.6891235351562,285.28290600585933,274.0953410644531
2023-04-03,285.9979553222656,281.8498168945313,287.4868132324219,276.2128205566406
2023-04-04,285.9481506347656,284.22955932617185,289.9141505126953,278.5449681396484
2023-04-05,283.1203308105469,284.9922729492188,290.69211840820316,279.2924274902344
2023-04-06,290.34918212890625,286.49579467773435,292.225710571289,280.7658787841797
2023-04-10,288.148681640625,286.7128601074219,292.44711730957033,280.9786029052734
2023-04-11,281.6168212890625,285.8366333007813,291.5533659667969,280.11990063476566
2023-04-12,282.27398681640625,285.1018005371094,290.8038365478516,279.3997645263672
2023-04-13,288.59674072265625,286.19708251953125,291.9210241699219,280.4731408691406
2023-04-14,284.9126281738281,285.1097717285156,290.81196716308597,279.4075762939453
2023-04-17,287.5611877441406,284.9922729492188,290.69211840820316,279.2924274902344
2023-04-18,287.133056640625,286.09552001953125,291.8174304199219,280.3736096191406
2023-04-19,287.21270751953125,287.08326416015626,292.8249294433594,281.3415988769531
2023-04-20,284.8827209472656,286.3404602050781,292.0672694091797,280.6136510009765
2023-04-21,284.5342712402344,286.26478881835936,291.99008459472657,280.53949304199216
2023-04-24,280.5613708496094,284.8648254394531,290.5621219482422,279.16752893066405
2023-04-25,274.2386474609375,282.28594360351565,287.93166247558594,276.64022473144536
2023-04-26,294.10302734375,283.66400756835935,289.33728771972653,277.9907274169922
2023-04-27,303.5224304199219,287.39194946289064,293.1397884521485,281.6441104736328
2023-04-28,305.9420471191406,291.6735046386719,297.5069747314453,285.84003454589845
2023-05-01,304.24932861328125,296.4110961914063,302.3393181152344,290.48287426757815
2023-05-02,304.0999450683594,302.38335571289065,308.43102282714847,296.3356885986328
2023-05-03,303.09429931640625,304.1816101074219,310.26524230957034,298.0979779052734
2023-05-04,304.0999450683594,304.2971130371094,310.38305529785157,298.2111707763672
2023-05-05,309.3175048828125,304.9722045898437,311.0716486816406,298.87276049804683
2023-05-08,307.3260498046875,305.587548828125,311.69929980468754,299.4757978515625
2023-05-09,305.6831359863281,305.90418701171876,312.02227075195316,299.78610327148436
2023-05-10,310.9703674316406,307.4794006347656,313.6289886474609,301.32981262207034
2023-05-11,308.77978515625,308.4153686523438,314.5836760253907,302.2470612792969
2023-05-12,307.64471435546875,308.080810546875,314.2424267578125,301.9191943359375
2023-05-15,308.1325988769531,308.24212036132815,314.4069627685547,302.0772779541016
2023-05-16,310.4028015136719,309.18605346679686,315.3697745361328,303.0023323974609
2023-05-17,313.33660888671875,309.6593017578125,315.85248779296876,303.46611572265624
2023-05-18,317.8470458984375,311.47275390625,317.702208984375,305.243298828125
2023-05-19,317.66741943359375,313.477294921875,319.7468408203125,307.2077490234375
2023-05-22,320.5014343261719,315.95106201171876,322.27008325195317,309.63204077148436
2023-05-23,314.59393310546875,316.78928833007814,323.1250740966797,310.45350256347655
2023-05-24,313.1869201660156,316.7593505859375,323.09453759765626,310.42416357421877
2023-05-25,325.2314147949219,318.23622436523436,324.60094885253903,311.8714998779297
2023-05-26,332.18670654296875,321.14008178710935,327.56288342285154,314.71728015136716
2023-05-30,330.5102233886719,323.1418395996094,329.6046763916016,316.6790028076172
2023-05-31,327.6961975097656,325.7622924804688,332.27753833007813,319.2470466308594
2023-06-01,331.8773193359375,329.5003723144531,336.09037976074217,322.91036486816404
2023-06-02,334.6913757324219,331.3923645019531,338.0202117919922,324.76451721191404
2023-06-05,335.2302551269531,332.00107421875,338.64109570312496,325.361052734375
2023-06-06,332.9750061035156,332.49403076171876,339.14391137695316,325.84415014648437
2023-06-07,322.69677734375,331.4941467285156,338.12402966308593,324.86426379394527
2023-06-08,324.57281494140625,330.0332458496094,336.63391076660156,323.4325809326172
2023-06-09,326.0995788574219,328.31488647460935,334.88118420410154,321.74858874511716
2023-06-12,331.1488952636719,327.4986145019531,334.0485867919922,320.94864221191403
2023-06-13,333.583740234375,327.620361328125,334.1727685546875,321.0679541015625
2023-06-14,336.6272888183594,330.4064636230469,337.0145928955078,323.79833435058595
2023-06-15,347.36456298828125,334.9648132324219,341.66410949707034,328.2655169677734
2023-06-16,341.6067199707031,338.0662414550781,344.8275662841797,331.30491662597655
2023-06-20,337.3357849121094,339.3036193847656,346.0896917724609,332.5175469970703
2023-06-21,332.8552551269531,339.1579223632813,345.9410808105469,332.37476391601564
2023-06-22,338.9922790527344,339.63092041015625,346.42353881835936,332.83830200195314
2023-06-23,334.3121643066406,337.02044067382815,343.7608494873047,330.2800318603516
2023-06-26,327.90576171875,334.2802490234375,340.96585400390626,327.5946440429687
2023-06-27,333.8631591796875,333.5857238769531,340.2574383544922,326.91400939941406
2023-06-28,335.14044189453125,334.0427612304687,340.7236164550781,327.36190600585934
2023-06-29,334.34210205078125,333.11272583007815,339.77498034667974,326.45047131347656
2023-06-30,339.8205261230469,334.2143981933594,340.89868615722656,327.5301102294922
2023-07-03,337.2759094238281,336.088427734375,342.8101962890625,329.3666591796875
2023-07-05,337.4355773925781,336.80291137695315,343.5389696044922,330.0668531494141
2023-07-06,340.5489807128906,337.884619140625,344.64231152343746,331.1269267578125
2023-07-07,336.5075378417969,338.3177062988281,345.0840604248047,331.5513521728515
2023-07-10,331.12890625,336.5793823242187,343.3109699707031,329.8477946777343
2023-07-11,331.767578125,335.47771606445315,342.18727038574224,328.76816174316406
2023-07-12,336.4875793457031,335.2881164550781,341.9938787841797,328.58235412597656
2023-07-13,341.93603515625,335.56552734375,342.27683789062496,328.854216796875
2023-07-14,344.5105895996094,337.1661376953125,343.9094604492188,330.4228149414062
2023-07-17,344.99957275390625,339.9402709960938,346.7390764160157,333.14146557617187
2023-07-18,358.73046875,345.3328491210938,352.2395061035157,338.42619213867187
2023-07-19,354.3298034667969,348.9012939453125,355.8793198242187,341.92326806640625
2023-07-20,346.13714599609375,349.74151611328125,356.73634643554686,342.74668579101564
2023-07-21,343.043701171875,349.44813842773436,356.43710119628906,342.45917565917966
2023-07-24,344.380859375,349.32439575195315,356.3108836669922,342.3379078369141
2023-07-25,350.23846435546875,347.62599487304686,354.5785147705078,340.6734749755859
2023-07-26,337.0563659667969,344.1713073730469,351.05473352050785,337.2878812255859
2023-07-27,330.0212707519531,340.94813232421876,347.76709497070317,334.12916967773435
2023-07-28,337.65509033203125,339.87041015625,346.667818359375,333.07300195312496
2023-07-31,335.2102966308594,338.0362976074219,344.79702355957033,331.27557165527344
2023-08-01,335.62939453125,335.11448364257814,341.8167733154297,328.41219396972656
2023-08-02,326.8080749511719,333.0648254394531,339.72612194824217,326.40352893066404
2023-08-03,325.9698486328125,332.254541015625,338.89963183593756,325.6094501953125
2023-08-04,327.0874938964844,330.1410217285156,336.74384216308596,323.5382012939453
2023-08-07,329.41253662109375,328.9814697265625,335.5610991210938,322.40184033203127
2023-08-08,325.3611145019531,326.9278137207031,333.4663699951172,320.38925744628904
2023-08-09,321.5492248535156,325.87604370117185,332.3935645751953,319.3585228271484
2023-08-10,322.2477111816406,325.1316162109375,331.6342485351563,318.62898388671874
2023-08-11,320.331787109375,323.7804748535156,330.2560843505859,317.3048653564453
2023-08-14,323.35540771484375,322.5690490722656,329.0204300537109,316.1176680908203
2023-08-15,321.1799621582031,321.7328186035156,328.16747497558595,315.2981622314453
2023-08-16,320.3999938964844,321.5029724121094,327.9330318603516,315.07291296386717
2023-08-17,316.8800048828125,320.42943115234374,326.8380197753906,314.0208425292969
2023-08-18,316.4800109863281,319.65907592773436,326.05225744628905,313.2658944091797
2023-08-21,321.8800048828125,319.36399536132814,325.7512752685547,312.97671545410157
2023-08-22,322.4599914550781,319.6200012207031,326.0124012451172,313.227601196289
2023-08-23,327.0,320.94000244140625,327.3588024902344,314.5212023925781
2023-08-24,319.9700012207031,321.55800170898436,327.98916174316406,315.12684167480467
2023-08-25,322.9800109863281,322.8580017089844,329.3151617431641,316.40084167480467
2023-08-28,323.70001220703125,323.2220031738281,329.6864432373047,316.75756311035155
2023-08-29,328.4100036621094,324.41200561523436,330.9002457275391,317.92376550292965
2023-08-30,328.7900085449219,324.77000732421874,331.2654074707031,318.27460717773437
2023-08-31,327.760009765625,326.3280090332031,332.8545692138672,319.801448852539
2023-09-01,328.6600036621094,327.46400756835936,334.0132877197266,320.91472741699215
2023-09-05,333.54998779296875,329.4340026855469,336.02268273925785,322.8453226318359
2023-09-06,332.8800048828125,330.3280029296875,336.93456298828124,323.72144287109376
2023-09-07,329.9100036621094,330.552001953125,337.1630419921875,323.9409619140625
2023-09-08,334.2699890136719,331.8539978027344,338.4910777587891,325.2169178466797
2023-09-11,337.94000244140625,333.7099975585937,340.3841975097656,327.03579760742184
2023-09-12,331.7699890136719,333.3539978027344,340.0210777587891,326.6869178466797
2023-09-13,336.05999755859375,333.9899963378906,340.6697962646484,327.3101964111328
2023-09-14,338.70001220703125,335.747998046875,342.4629580078125,329.0330380859375
2023-09-15,330.2200012207031,334.93800048828126,341.6367604980469,328.2392404785156
2023-09-18,329.05999755859375,333.16199951171876,339.82523950195315,326.4987595214844
2023-09-19,328.6499938964844,332.5380004882812,339.18876049804686,325.8872404785156
2023-09-20,320.7699890136719,329.47999877929686,336.0695987548828,322.8903988037109
2023-09-21,319.5299987792969,325.64599609375,332.158916015625,319.133076171875
2023-09-22,317.010009765625,323.0039978027344,329.4640777587891,316.5439178466797
2023-09-25,317.5400085449219,320.7,327.114,314.286
2023-09-26,312.1400146484375,317.39800415039065,323.74596423339847,311.0500440673828
2023-09-27,312.7900085449219,315.8020080566406,322.11804821777343,309.48596789550777
2023-09-28,313.6400146484375,314.62401123046874,320.91649145507813,308.33153100585935
2023-09-29,315.75,314.37200927734375,320.6594494628906,308.0845690917969
2023-10-02,321.79998779296875,315.2240051269531,321.52848522949216,308.91952502441404
2023-10-03,313.3900146484375,315.4740051269531,321.78348522949216,309.16452502441405
2023-10-04,318.9599914550781,316.7080017089844,323.0421617431641,310.3738416748047
2023-10-05,319.3599853515625,317.85199584960935,324.2090357666015,311.4949559326172
2023-10-06,327.260009765625,320.15399780273435,326.55707775878903,313.75091784667967
2023-10-09,329.82000732421875,321.75800170898435,328.19316174316407,315.32284167480464
2023-10-10,328.3900146484375,324.75800170898435,331.25316174316407,318.26284167480463
2023-10-11,332.4200134277344,327.45000610351565,333.99900622558596,320.90100598144534
2023-10-12,331.1600036621094,329.810009765625,336.40620996093753,323.2138095703125
2023-10-13,327.7300109863281,329.9040100097656,336.50209020996095,323.3059298095703
2023-10-16,332.6400146484375,330.4680114746094,337.0773717041016,323.8586512451172
2023-10-17,332.05999755859375,331.20200805664064,337.82604821777346,324.5779678955078
2023-10-18,330.1099853515625,330.74000244140626,337.3548024902344,324.1252023925781
2023-10-19,331.32000732421875,330.7720031738281,337.3874432373047,324.15656311035156
2023-10-20,326.6700134277344,330.56000366210935,337.1712037353515,323.9488035888672
